year,topic,party,party_clean,lemma,n,total,tf,other_tf,distinctiveness
2025,antisemitism,PD,PD,generazione,2,427,0.00468384074941452,1e-5,5.442593935202293
2025,antisemitism,PD,PD,giornalista,2,427,0.00468384074941452,1e-5,5.442593935202293
2025,antisemitism,PD,PD,impianto,2,427,0.00468384074941452,1e-5,5.442593935202293
2025,antisemitism,PD,PD,inchiesta,2,427,0.00468384074941452,1e-5,5.442593935202293
2025,antisemitism,PD,PD,informazione,2,427,0.00468384074941452,1e-5,5.442593935202293
2025,antisemitism,PD,PD,istituzione,2,427,0.00468384074941452,1e-5,5.442593935202293
2025,antisemitism,PD,PD,legge,2,427,0.00468384074941452,1e-5,5.442593935202293
2025,antisemitism,PD,PD,libertà,2,427,0.00468384074941452,1e-5,5.442593935202293
2025,antisemitism,PD,PD,municipio,2,427,0.00468384074941452,1e-5,5.442593935202293
2025,antisemitism,PD,PD,nascere,2,427,0.00468384074941452,1e-5,5.442593935202293
2025,antisemitism,PD,PD,norma,2,427,0.00468384074941452,1e-5,5.442593935202293
2025,antisemitism,PD,PD,notizia,2,427,0.00468384074941452,1e-5,5.442593935202293
2025,antisemitism,PD,PD,occasione,2,427,0.00468384074941452,1e-5,5.442593935202293
2025,antisemitism,PD,PD,particolare,2,427,0.00468384074941452,1e-5,5.442593935202293
2025,antisemitism,PD,PD,piazza,2,427,0.00468384074941452,1e-5,5.442593935202293
2025,antisemitism,PD,PD,poi,2,427,0.00468384074941452,1e-5,5.442593935202293
2025,antisemitism,PD,PD,positivo,2,427,0.00468384074941452,1e-5,5.442593935202293
2025,antisemitism,PD,PD,prevalentemente,2,427,0.00468384074941452,1e-5,5.442593935202293
2025,antisemitism,PD,PD,prevedere,2,427,0.00468384074941452,1e-5,5.442593935202293
2025,antisemitism,PD,PD,protestare,2,427,0.00468384074941452,1e-5,5.442593935202293
2025,antisemitism,PD,PD,punitivo,2,427,0.00468384074941452,1e-5,5.442593935202293
2025,antisemitism,PD,PD,ragazzo,2,427,0.00468384074941452,1e-5,5.442593935202293
2025,antisemitism,PD,PD,ringraziare,2,427,0.00468384074941452,1e-5,5.442593935202293
2025,antisemitism,PD,PD,rivolgere,2,427,0.00468384074941452,1e-5,5.442593935202293
2025,antisemitism,PD,PD,sdegno,2,427,0.00468384074941452,1e-5,5.442593935202293
2025,antisemitism,PD,PD,sempre,2,427,0.00468384074941452,1e-5,5.442593935202293
2025,antisemitism,PD,PD,sociale,2,427,0.00468384074941452,1e-5,5.442593935202293
2025,antisemitism,PD,PD,società,2,427,0.00468384074941452,1e-5,5.442593935202293
2025,antisemitism,PD,PD,solo,2,427,0.00468384074941452,1e-5,5.442593935202293
2025,antisemitism,PD,PD,spesso,2,427,0.00468384074941452,1e-5,5.442593935202293
2025,antisemitism,PD,PD,spiegare,2,427,0.00468384074941452,1e-5,5.442593935202293
2025,antisemitism,PD,PD,tifo,2,427,0.00468384074941452,1e-5,5.442593935202293
2025,antisemitism,PD,PD,tifoso,2,427,0.00468384074941452,1e-5,5.442593935202293
2025,antisemitism,PD,PD,trattare,2,427,0.00468384074941452,1e-5,5.442593935202293
2025,antisemitism,PD,PD,verità,2,427,0.00468384074941452,1e-5,5.442593935202293
2025,antisemitism,PD,PD,qui,4,427,0.00936768149882904,0.007462686567164179,0.32411234517556314
2025,antisemitism,PD,PD,anche,10,427,0.0234192037470726,0.022388059701492536,0.06468002901451882
2025,antisemitism,PD,PD,stato,3,427,0.00702576112412178,0.007462686567164179,-0.08585470715655126
2025,antisemitism,PD,PD,non,12,427,0.02810304449648712,0.029850746268656716,-0.08674104158929909
2025,antisemitism,PD,PD,ieri,2,427,0.00468384074941452,0.007462686567164179,-0.6607294641125416
2025,antisemitism,PD,PD,inaccettabile,2,427,0.00468384074941452,0.007462686567164179,-0.6607294641125416
2025,antisemitism,PD,PD,prima,2,427,0.00468384074941452,0.007462686567164179,-0.6607294641125416
2025,antisemitism,PD,PD,manifestazione,5,427,0.0117096018735363,0.029850746268656716,-1.3426316211383447
2025,antisemitism,PD,PD,gruppo,2,427,0.00468384074941452,0.022388059701492536,-2.2329179197375635
2021,far_right,LEU,LEU,premessa,4,316,0.012658227848101266,1e-5,6.857780614852317
2021,far_right,LEU,LEU,citare,3,316,0.00949367088607595,1e-5,6.446507519414551
2021,far_right,LEU,LEU,dissenso,3,316,0.00949367088607595,1e-5,6.446507519414551
2021,far_right,LEU,LEU,libero,3,316,0.00949367088607595,1e-5,6.446507519414551
2021,far_right,LEU,LEU,manifestare,3,316,0.00949367088607595,1e-5,6.446507519414551
2021,far_right,LEU,LEU,piazza,3,316,0.00949367088607595,1e-5,6.446507519414551
2021,far_right,LEU,LEU,provare,3,316,0.00949367088607595,1e-5,6.446507519414551
2021,far_right,LEU,LEU,uguale,3,316,0.00949367088607595,1e-5,6.446507519414551
2021,far_right,LEU,LEU,accusare,2,316,0.006329113924050633,1e-5,5.86904448668976
2021,far_right,LEU,LEU,approvare,2,316,0.006329113924050633,1e-5,5.86904448668976
2021,far_right,LEU,LEU,cercare,2,316,0.006329113924050633,1e-5,5.86904448668976
2021,far_right,LEU,LEU,chiaro,2,316,0.006329113924050633,1e-5,5.86904448668976
2021,far_right,LEU,LEU,infiltrazione,2,316,0.006329113924050633,1e-5,5.86904448668976
2021,far_right,LEU,LEU,maggioranza,2,316,0.006329113924050633,1e-5,5.86904448668976
2021,far_right,LEU,LEU,occhio,2,316,0.006329113924050633,1e-5,5.86904448668976
2021,far_right,LEU,LEU,organizzazione,2,316,0.006329113924050633,1e-5,5.86904448668976
2021,far_right,LEU,LEU,persona,2,316,0.006329113924050633,1e-5,5.86904448668976
2021,far_right,LEU,LEU,preoccupazione,2,316,0.006329113924050633,1e-5,5.86904448668976
2021,far_right,LEU,LEU,presenza,2,316,0.006329113924050633,1e-5,5.86904448668976
2021,far_right,LEU,LEU,responsabile,2,316,0.006329113924050633,1e-5,5.86904448668976
2021,far_right,LEU,LEU,secondo,2,316,0.006329113924050633,1e-5,5.86904448668976
2021,far_right,LEU,LEU,soltanto,2,316,0.006329113924050633,1e-5,5.86904448668976
2021,far_right,LEU,LEU,trave,2,316,0.006329113924050633,1e-5,5.86904448668976
2021,far_right,LEU,LEU,verificare,2,316,0.006329113924050633,1e-5,5.86904448668976
2021,far_right,LEU,LEU,movimento,5,316,0.015822784810126583,0.002849002849002849,2.4327935563291696
2021,far_right,LEU,LEU,più,4,316,0.012658227848101266,0.002849002849002849,2.113128827540978
2021,far_right,LEU,LEU,deputato,3,316,0.00949367088607595,0.002849002849002849,1.7018557321032124
2021,far_right,LEU,LEU,quasi,3,316,0.00949367088607595,0.002849002849002849,1.7018557321032124
2021,far_right,LEU,LEU,democratico,4,316,0.012658227848101266,0.005698005698005698,1.1377992925024498
2021,far_right,LEU,LEU,gruppo,4,316,0.012658227848101266,0.005698005698005698,1.1377992925024498
2021,far_right,LEU,LEU,neofascista,4,316,0.012658227848101266,0.005698005698005698,1.1377992925024498
2021,far_right,LEU,LEU,allora,2,316,0.006329113924050633,0.002849002849002849,1.124392699378422
2021,far_right,LEU,LEU,ascoltare,2,316,0.006329113924050633,0.002849002849002849,1.124392699378422
2021,far_right,LEU,LEU,assoluto,2,316,0.006329113924050633,0.002849002849002849,1.124392699378422
2021,far_right,LEU,LEU,ordine,2,316,0.006329113924050633,0.002849002849002849,1.124392699378422
2021,far_right,LEU,LEU,ovviamente,2,316,0.006329113924050633,0.002849002849002849,1.124392699378422
2021,far_right,LEU,LEU,presentare,2,316,0.006329113924050633,0.002849002849002849,1.124392699378422
2021,far_right,LEU,LEU,protesta,2,316,0.006329113924050633,0.002849002849002849,1.124392699378422
2021,far_right,LEU,LEU,quindi,2,316,0.006329113924050633,0.002849002849002849,1.124392699378422
2021,far_right,LEU,LEU,responsabilità,2,316,0.006329113924050633,0.002849002849002849,1.124392699378422
2021,far_right,LEU,LEU,non,12,316,0.0379746835443038,0.022792022792022793,0.7339870974866134
2021,far_right,LEU,LEU,chiedere,3,316,0.00949367088607595,0.005698005698005698,0.7265261970646839
2021,far_right,LEU,LEU,partito,3,316,0.00949367088607595,0.005698005698005698,0.7265261970646839
2021,far_right,LEU,LEU,destra,2,316,0.006329113924050633,0.005698005698005698,0.14906316433989342
2021,far_right,LEU,LEU,anche,2,316,0.006329113924050633,0.008547008547008548,-0.42758119975975195
2021,far_right,LEU,LEU,atto,2,316,0.006329113924050633,0.008547008547008548,-0.42758119975975195
2021,far_right,LEU,LEU,manifestazione,6,316,0.0189873417721519,0.02564102564102564,-0.4314533407198104
2021,far_right,LEU,LEU,sindacato,2,316,0.006329113924050633,0.011396011396011397,-0.8384415763891395
2021,far_right,LEU,LEU,sede,2,316,0.006329113924050633,0.014245014245014245,-1.157857580080241
2021,far_right,PD,PD,attività,7,351,0.019943019943019943,1e-5,7.509452566203205
2021,far_right,PD,PD,economico,5,351,0.014245014245014245,1e-5,7.026902066770001
2021,far_right,PD,PD,ieri,4,351,0.011396011396011397,1e-5,6.7074860630789
2021,far_right,PD,PD,certezza,3,351,0.008547008547008548,1e-5,6.296625686449512
2021,far_right,PD,PD,esasperazione,3,351,0.008547008547008548,1e-5,6.296625686449512
2021,far_right,PD,PD,finta,3,351,0.008547008547008548,1e-5,6.296625686449512
2021,far_right,PD,PD,forza,3,351,0.008547008547008548,1e-5,6.296625686449512
2021,far_right,PD,PD,giornalista,3,351,0.008547008547008548,1e-5,6.296625686449512
2021,far_right,PD,PD,lavoratore,3,351,0.008547008547008548,1e-5,6.296625686449512
2021,far_right,PD,PD,manovra,3,351,0.008547008547008548,1e-5,6.296625686449512
2021,far_right,PD,PD,partecipare,3,351,0.008547008547008548,1e-5,6.296625686449512
2021,far_right,PD,PD,politico,3,351,0.008547008547008548,1e-5,6.296625686449512
2021,far_right,PD,PD,riapertura,3,351,0.008547008547008548,1e-5,6.296625686449512
2021,far_right,PD,PD,ambiente,2,351,0.005698005698005698,1e-5,5.719981322349867
2021,far_right,PD,PD,chiudere,2,351,0.005698005698005698,1e-5,5.719981322349867
2021,far_right,PD,PD,colore,2,351,0.005698005698005698,1e-5,5.719981322349867
2021,far_right,PD,PD,commerciante,2,351,0.005698005698005698,1e-5,5.719981322349867
2021,far_right,PD,PD,commettere,2,351,0.005698005698005698,1e-5,5.719981322349867
2021,far_right,PD,PD,costituzione,2,351,0.005698005698005698,1e-5,5.719981322349867
2021,far_right,PD,PD,esercento,2,351,0.005698005698005698,1e-5,5.719981322349867
2021,far_right,PD,PD,futuro,2,351,0.005698005698005698,1e-5,5.719981322349867
